PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35606622","Life style and Parkinson's disease","Reichmann H, Csoti I, Koschel J, Lorenzl S, Schrader C, Winkler J, Wüllner U.","J Neural Transm (Vienna). 2022 Sep;129(9):1235-1245. doi: 10.1007/s00702-022-02509-1. Epub 2022 May 23.","Reichmann H","J Neural Transm (Vienna)","2022","2022/05/23","PMC9463300","","10.1007/s00702-022-02509-1"
"40338549","Proximity to Golf Courses and Risk of Parkinson Disease","Krzyzanowski B, Mullan AF, Dorsey ER, Chirag SS, Turcano P, Camerucci E, Bower JH, Savica R.","JAMA Netw Open. 2025 May 1;8(5):e259198. doi: 10.1001/jamanetworkopen.2025.9198.","Krzyzanowski B","JAMA Netw Open","2025","2025/05/08","PMC12062912","","10.1001/jamanetworkopen.2025.9198"
"41032741","Trichloroethylene and Parkinson Disease","Dorsey ER, Tanner CM.","Neurology. 2025 Oct 21;105(8):e214245. doi: 10.1212/WNL.0000000000214245. Epub 2025 Oct 1.","Dorsey ER","Neurology","2025","2025/10/01","","","10.1212/WNL.0000000000214245"
"38115046","Untargeted serum metabolomics reveals novel metabolite associations and disruptions in amino acid and lipid metabolism in Parkinson's disease","Paul KC, Zhang K, Walker DI, Sinsheimer J, Yu Y, Kusters C, Del Rosario I, Folle AD, Keener AM, Bronstein J, Jones DP, Ritz B.","Mol Neurodegener. 2023 Dec 19;18(1):100. doi: 10.1186/s13024-023-00694-5.","Paul KC","Mol Neurodegener","2023","2023/12/20","PMC10731845","","10.1186/s13024-023-00694-5"
"39283636","Air Pollution and Parkinson Disease in a Population-Based Study","Krzyzanowski B, Mullan AF, Turcano P, Camerucci E, Bower JH, Savica R.","JAMA Netw Open. 2024 Sep 3;7(9):e2433602. doi: 10.1001/jamanetworkopen.2024.33602.","Krzyzanowski B","JAMA Netw Open","2024","2024/09/16","PMC11406396","","10.1001/jamanetworkopen.2024.33602"
"38457975","Causal association between long-term exposure to air pollution and incident Parkinson's disease","Ai B, Zhang J, Zhang S, Chen G, Tian F, Chen L, Li H, Guo Y, Jerath A, Lin H, Zhang Z.","J Hazard Mater. 2024 May 5;469:133944. doi: 10.1016/j.jhazmat.2024.133944. Epub 2024 Mar 2.","Ai B","J Hazard Mater","2024","2024/03/08","","","10.1016/j.jhazmat.2024.133944"
"38685425","Literature review and meta-analysis of environmental toxins associated with increased risk of Parkinson's disease","Aravindan A, Newell ME, Halden RU.","Sci Total Environ. 2024 Jun 25;931:172838. doi: 10.1016/j.scitotenv.2024.172838. Epub 2024 Apr 27.","Aravindan A","Sci Total Environ","2024","2024/04/30","","","10.1016/j.scitotenv.2024.172838"
"36717481","SARS-COV-2 infection and Parkinson's disease: Possible links and perspectives","Al-Kuraishy HM, Al-Gareeb AI, Kaushik A, Kujawska M, Ahmed EA, Batiha GE.","J Neurosci Res. 2023 Jun;101(6):952-975. doi: 10.1002/jnr.25171. Epub 2023 Jan 30.","Al-Kuraishy HM","J Neurosci Res","2023","2023/01/30","","","10.1002/jnr.25171"
"37744289","Mercury and Parkinson's Disease: Promising Leads, but Research Is Needed","Torrey EF, Simmons W.","Parkinsons Dis. 2023 Sep 16;2023:4709322. doi: 10.1155/2023/4709322. eCollection 2023.","Torrey EF","Parkinsons Dis","2023","2023/09/25","PMC10517869","","10.1155/2023/4709322"
"31894453","Effect of long-term particulate matter exposure on Parkinson's risk","Wang Y, Liu Y, Yan H.","Environ Geochem Health. 2020 Jul;42(7):2265-2275. doi: 10.1007/s10653-019-00484-3. Epub 2020 Jan 1.","Wang Y","Environ Geochem Health","2020","2020/01/03","","","10.1007/s10653-019-00484-3"
"40614023","Trichloroethylene Exposure and Parkinson's Disease: Environmental Risk, Metabolic Pathways, and Mechanistic Insights","Liu R, Zhang F, Lou J, Song F.","Mol Neurobiol. 2025 Dec;62(12):15336-15348. doi: 10.1007/s12035-025-05172-1. Epub 2025 Jul 4.","Liu R","Mol Neurobiol","2025","2025/07/04","","","10.1007/s12035-025-05172-1"
"39701424","Smoking, coffee intake, and Parkinson's disease: Potential protective mechanisms and components","Hong SW, Page R, Truman P.","Neurotoxicology. 2025 Jan;106:48-63. doi: 10.1016/j.neuro.2024.12.003. Epub 2024 Dec 17.","Hong SW","Neurotoxicology","2025","2024/12/19","","","10.1016/j.neuro.2024.12.003"
"36607363","Striatal Dopaminergic Loss and Dysphagia in Parkinson Disease","Kim JH, Jeon J, Lee Y, Kim SM, Cheon M, Kim JY.","Clin Nucl Med. 2023 Feb 1;48(2):143-149. doi: 10.1097/RLU.0000000000004501. Epub 2022 Dec 7.","Kim JH","Clin Nucl Med","2023","2023/01/06","PMC9835674","","10.1097/RLU.0000000000004501"
"37924067","Different types of screen time, physical activity, and incident dementia, Parkinson's disease, depression and multimorbidity status","Wu H, Gu Y, Du W, Meng G, Wu H, Zhang S, Wang X, Zhang J, Wang Y, Huang T, Niu K.","Int J Behav Nutr Phys Act. 2023 Nov 3;20(1):130. doi: 10.1186/s12966-023-01531-0.","Wu H","Int J Behav Nutr Phys Act","2023","2023/11/04","PMC10625186","","10.1186/s12966-023-01531-0"
"36232110","Association between Backward Walking and Cognition in Parkinson Disease: A Systematic Review","Correno MB, Hansen C, Chardon M, Milane T, Bianchini E, Vuillerme N.","Int J Environ Res Public Health. 2022 Oct 6;19(19):12810. doi: 10.3390/ijerph191912810.","Correno MB","Int J Environ Res Public Health","2022","2022/10/14","PMC9566137","","10.3390/ijerph191912810"
"35723116","Infections and Changes in Commensal Bacteria and the Pathogenesis of Parkinson's Disease","Shannon KM.","J Parkinsons Dis. 2022;12(s1):S45-S51. doi: 10.3233/JPD-223271.","Shannon KM","J Parkinsons Dis","2022","2022/06/20","PMC9535579","","10.3233/JPD-223271"
"40527812","Interrelationship between PQ exposure and Parkinson disease: A systematic review and meta-analysis","Ba RQ, Fan XJ, Fan HJ, Du K, Ma X, Wen Y, Liu MW.","Medicine (Baltimore). 2025 Jun 13;104(24):e42796. doi: 10.1097/MD.0000000000042796.","Ba RQ","Medicine (Baltimore)","2025","2025/06/17","PMC12173288","","10.1097/MD.0000000000042796"
"41377218","Gut-brain axis and Parkinson's disease: navigating the microbial enigma","Jaffer MS, Sohail S, Ahmed N, Ashraf A, Shenawa E.","Ann Med Surg (Lond). 2025 Oct 17;87(12):9109-9110. doi: 10.1097/MS9.0000000000004132. eCollection 2025 Dec.","Jaffer MS","Ann Med Surg (Lond)","2025","2025/12/11","PMC12689100","","10.1097/MS9.0000000000004132"
"39685702","Alpha-Synuclein and Microglia in Parkinson's Disease: From Pathogenesis to Therapeutic Prospects","Eo H, Kim S, Jung UJ, Kim SR.","J Clin Med. 2024 Nov 28;13(23):7243. doi: 10.3390/jcm13237243.","Eo H","J Clin Med","2024","2024/12/17","PMC11642439","","10.3390/jcm13237243"
"41586427","Gut-Brain Axis: The Role of Gastrointestinal Issues in Parkinson's Disease","Armas C, Kaufman P.","Integr Med (Encinitas). 2025 Dec;24(6):20-27.","Armas C","Integr Med (Encinitas)","2025","2026/01/26","PMC12825857","",""
"39520734","Environmental and occupational exposure to organochlorine pesticides associated with Parkinson's disease risk: A systematic review and meta-analysis based on epidemiological evidence","Xu Y, Su Y, Cai S, Yao Y, Chen X.","Public Health. 2024 Dec;237:374-386. doi: 10.1016/j.puhe.2024.10.035. Epub 2024 Nov 9.","Xu Y","Public Health","2024","2024/11/09","","","10.1016/j.puhe.2024.10.035"
"37184845","The Water, the Air, the Marines-Camp Lejeune, Trichloroethylene, and Parkinson Disease","Dorsey ER, Greenamyre JT, Willis AW.","JAMA Neurol. 2023 Jul 1;80(7):663-665. doi: 10.1001/jamaneurol.2023.1174.","Dorsey ER","JAMA Neurol","2023","2023/05/15","","","10.1001/jamaneurol.2023.1174"
"35155833","People with Parkinson's disease and housing issues: A scoping review","Iwarsson S, Andersson N, Slaug B, Nilsson MH.","Health Sci Rep. 2022 Feb 9;5(2):e511. doi: 10.1002/hsr2.511. eCollection 2022 Mar.","Iwarsson S","Health Sci Rep","2022","2022/02/14","PMC8827270","","10.1002/hsr2.511"
"33951636","Epidemiology of Parkinson's Disease in Rural Gujarat, India","Je G, Arora S, Raithatha S, Barrette R, Valizadeh N, Shah U, Desai D, Deb A, Desai S.","Neuroepidemiology. 2021;55(3):188-195. doi: 10.1159/000515030. Epub 2021 May 5.","Je G","Neuroepidemiology","2021","2021/05/05","","","10.1159/000515030"
"37903644","Fine Particulate Matter and Parkinson Disease Risk Among Medicare Beneficiaries","Krzyzanowski B, Searles Nielsen S, Turner JR, Racette BA.","Neurology. 2023 Nov 21;101(21):e2058-e2067. doi: 10.1212/WNL.0000000000207871. Epub 2023 Oct 30.","Krzyzanowski B","Neurology","2023","2023/10/30","PMC10663024","","10.1212/WNL.0000000000207871"
"40506444","Longitudinal assessment of the association between pesticide exposure and lifestyle with Parkinson's disease motor severity","Lüth T, Caliebe A, Gabbert C, Sendel S, Laabs BH, König IR, Klein C, Trinh J.","NPJ Parkinsons Dis. 2025 Jun 12;11(1):164. doi: 10.1038/s41531-025-01010-2.","Lüth T","NPJ Parkinsons Dis","2025","2025/06/12","PMC12162858","","10.1038/s41531-025-01010-2"
"35145396","Magnetic Resonance Imaging Markers for Cognitive Impairment in Parkinson's Disease: Current View","Hou Y, Shang H.","Front Aging Neurosci. 2022 Jan 25;14:788846. doi: 10.3389/fnagi.2022.788846. eCollection 2022.","Hou Y","Front Aging Neurosci","2022","2022/02/11","PMC8821910","","10.3389/fnagi.2022.788846"
"35262433","Is ambient air pollution a risk factor for Parkinson's disease? A meta-analysis of epidemiological evidence","Dhiman V, Trushna T, Raj D, Tiwari RR.","Int J Environ Health Res. 2023 Aug;33(8):733-750. doi: 10.1080/09603123.2022.2047903. Epub 2022 Mar 9.","Dhiman V","Int J Environ Health Res","2023","2022/03/09","","","10.1080/09603123.2022.2047903"
"39880740","Filipinos and Parkinson's disease: A scoping review of the literature","Krening E, Dy Closas AMF, Yu JRT, Seto TB, Terpak L, Bruno MK.","Parkinsonism Relat Disord. 2025 Mar;132:107271. doi: 10.1016/j.parkreldis.2025.107271. Epub 2025 Jan 13.","Krening E","Parkinsonism Relat Disord","2025","2025/01/29","","","10.1016/j.parkreldis.2025.107271"
"33250846","Technology-Enabled Care: Integrating Multidisciplinary Care in Parkinson's Disease Through Digital Technology","Luis-Martínez R, Monje MHG, Antonini A, Sánchez-Ferro Á, Mestre TA.","Front Neurol. 2020 Oct 30;11:575975. doi: 10.3389/fneur.2020.575975. eCollection 2020.","Luis-Martínez R","Front Neurol","2020","2020/11/30","PMC7673441","","10.3389/fneur.2020.575975"
"36673709","Comparing Backward Walking Performance in Parkinson's Disease with and without Freezing of Gait-A Systematic Review","Milane T, Hansen C, Chardon M, Bianchini E, Vuillerme N.","Int J Environ Res Public Health. 2023 Jan 4;20(2):953. doi: 10.3390/ijerph20020953.","Milane T","Int J Environ Res Public Health","2023","2023/01/21","PMC9859157","","10.3390/ijerph20020953"
"33395012","Extrinsic and Behavioral Fall Risk Factors in People With Parkinson's Disease: An Integrative Review","Kuljeerung O, Lach HW.","Rehabil Nurs. 2021 Jan-Feb 01;46(1):3-10. doi: 10.1097/rnj.0000000000000265.","Kuljeerung O","Rehabil Nurs","2021","2021/01/04","","","10.1097/rnj.0000000000000265"
"34639343","Assessment of Force Production in Parkinson's Disease Subtypes","Pelicioni PHS, Pereira MP, Lahr J, Dos Santos PCR, Gobbi LTB.","Int J Environ Res Public Health. 2021 Sep 24;18(19):10044. doi: 10.3390/ijerph181910044.","Pelicioni PHS","Int J Environ Res Public Health","2021","2021/10/13","PMC8507744","","10.3390/ijerph181910044"
"38992186","Digital biomarkers for non-motor symptoms in Parkinson's disease: the state of the art","Janssen Daalen JM, van den Bergh R, Prins EM, Moghadam MSC, van den Heuvel R, Veen J, Mathur S, Meijerink H, Mirelman A, Darweesh SKL, Evers LJW, Bloem BR.","NPJ Digit Med. 2024 Jul 11;7(1):186. doi: 10.1038/s41746-024-01144-2.","Janssen Daalen JM","NPJ Digit Med","2024","2024/07/11","PMC11239921","","10.1038/s41746-024-01144-2"
"35013326","Functional connectivity in Parkinson's disease candidates for deep brain stimulation","Albano L, Agosta F, Basaia S, Cividini C, Stojkovic T, Sarasso E, Stankovic I, Tomic A, Markovic V, Stefanova E, Mortini P, Kostic VS, Filippi M.","NPJ Parkinsons Dis. 2022 Jan 10;8(1):4. doi: 10.1038/s41531-021-00268-6.","Albano L","NPJ Parkinsons Dis","2022","2022/01/11","PMC8748462","","10.1038/s41531-021-00268-6"
"40270951","Gluten and its relationship with inflammation and Parkinson's Disease: A literature review","Muttalib Z, Aboukhalil D, Nwosu C, Manguerra DD Jr, Wen J, Ansari U, Alam M, Abed I, Tabaie E, Salem A, Lui F.","AIMS Neurosci. 2025 Mar 31;12(1):44-57. doi: 10.3934/Neuroscience.2025004. eCollection 2025.","Muttalib Z","AIMS Neurosci","2025","2025/04/24","PMC12011982","","10.3934/Neuroscience.2025004"
"38187152","Triggers for freezing of gait in individuals with Parkinson's disease: a systematic review","Conde CI, Lang C, Baumann CR, Easthope CA, Taylor WR, Ravi DK.","Front Neurol. 2023 Dec 21;14:1326300. doi: 10.3389/fneur.2023.1326300. eCollection 2023.","Conde CI","Front Neurol","2023","2024/01/08","PMC10771308","","10.3389/fneur.2023.1326300"
"40909010","Identifying subtypes of longitudinal motor symptom severity trajectories in early Parkinson's disease patients","Xu X, Zhang S, Xu C, Zhang W, Zhao H, Liu Y, Zhai S, Zu J, Li Z, Xiao L.","Front Neurol. 2025 Aug 20;16:1597132. doi: 10.3389/fneur.2025.1597132. eCollection 2025.","Xu X","Front Neurol","2025","2025/09/05","PMC12404927","","10.3389/fneur.2025.1597132"
"34722604","Parkinson's Disease Risk and Alcohol Intake: A Systematic Review and Dose-Response Meta-Analysis of Prospective Studies","Shao C, Wang X, Wang P, Tang H, He J, Wu N.","Front Nutr. 2021 Oct 14;8:709846. doi: 10.3389/fnut.2021.709846. eCollection 2021.","Shao C","Front Nutr","2021","2021/11/01","PMC8551485","","10.3389/fnut.2021.709846"
"37200442","Solvent exposure strongly linked to Parkinson's","Wadman M.","Science. 2023 May 19;380(6646):683. doi: 10.1126/science.adi7660. Epub 2023 May 18.","Wadman M","Science","2023","2023/05/18","","","10.1126/science.adi7660"
"35849689","Yerbamate Tea Consumption: A Protective Factor in Parkinson Disease","Sáenz-Farret M, Salinas-Martínez AM, Zúñiga-Ramírez C, Amorín-Costábile I, Maiola R, Mejía-Rojas KK, Galeano MS, Velázquez C, Ruiz G, Micheli F.","Clin Neuropharmacol. 2022 Jul-Aug 01;45(4):79-83. doi: 10.1097/WNF.0000000000000513. Epub 2022 Jun 24.","Sáenz-Farret M","Clin Neuropharmacol","2022","2022/07/18","","","10.1097/WNF.0000000000000513"
"37864700","Association between blood selenium with parkinson's disease in the US (NHANES 2011-2020)","Zeng Z, Cen Y, Luo X.","Environ Sci Pollut Res Int. 2023 Nov;30(55):117349-117359. doi: 10.1007/s11356-023-30337-7. Epub 2023 Oct 21.","Zeng Z","Environ Sci Pollut Res Int","2023","2023/10/21","","","10.1007/s11356-023-30337-7"
"34149364","Neurotrophic Factors in Parkinson's Disease: Clinical Trials, Open Challenges and Nanoparticle-Mediated Delivery to the Brain","Bondarenko O, Saarma M.","Front Cell Neurosci. 2021 Jun 2;15:682597. doi: 10.3389/fncel.2021.682597. eCollection 2021.","Bondarenko O","Front Cell Neurosci","2021","2021/06/21","PMC8206542","","10.3389/fncel.2021.682597"
"37529404","Adaptation strategies and neurophysiological response in early-stage Parkinson's disease: BioVRSea approach","Jacob D, Guerrini L, Pescaglia F, Pierucci S, Gelormini C, Minutolo V, Fratini A, Di Lorenzo G, Petersen H, Gargiulo P.","Front Hum Neurosci. 2023 Jul 17;17:1197142. doi: 10.3389/fnhum.2023.1197142. eCollection 2023.","Jacob D","Front Hum Neurosci","2023","2023/08/02","PMC10389765","","10.3389/fnhum.2023.1197142"
"35000220","Oral health-related quality of life in patients with Parkinson's disease","Verhoeff MC, Lobbezoo F, van Leeuwen AM, Schuller AA, Koutris M.","J Oral Rehabil. 2022 Apr;49(4):398-406. doi: 10.1111/joor.13304. Epub 2022 Jan 17.","Verhoeff MC","J Oral Rehabil","2022","2022/01/09","PMC9306816","","10.1111/joor.13304"
"38029483","Determinants of patient-reported functional mobility in people with Parkinson's disease: A systematic review","Hanff AM, Pauly C, Pauly L, Rauschenberger A, Leist AK, Krüger R, Zeegers MP, McCrum C; NCER-PD consortium.","Gait Posture. 2024 Feb;108:97-109. doi: 10.1016/j.gaitpost.2023.11.013. Epub 2023 Nov 23.","Hanff AM","Gait Posture","2024","2023/11/29","","","10.1016/j.gaitpost.2023.11.013"
"40325043","New insights into pathogenisis and therapies of P2X7R in Parkinson's disease","Wei S, Song X, Mou Y, Yang T, Wang Y, Wang H, Ren C, Song X.","NPJ Parkinsons Dis. 2025 May 5;11(1):108. doi: 10.1038/s41531-025-00980-7.","Wei S","NPJ Parkinsons Dis","2025","2025/05/05","PMC12053563","","10.1038/s41531-025-00980-7"
"36388198","Facial muscle movements in patients with Parkinson's disease undergoing phonation tests","Xu F, Zou XW, Yang LQ, Mo SC, Guo QH, Zhang J, Weng X, Xing GG.","Front Neurol. 2022 Oct 31;13:1018362. doi: 10.3389/fneur.2022.1018362. eCollection 2022.","Xu F","Front Neurol","2022","2022/11/17","PMC9659598","","10.3389/fneur.2022.1018362"
"36825046","Predictors of Falls with Injuries in People with Parkinson's Disease","Castro IPR, Valença GT, Pinto EB, Cavalcanti HM, Oliveira-Filho J, Almeida LRS.","Mov Disord Clin Pract. 2022 Dec 25;10(2):258-268. doi: 10.1002/mdc3.13636. eCollection 2023 Feb.","Castro IPR","Mov Disord Clin Pract","2022","2023/02/24","PMC9941941","","10.1002/mdc3.13636"
"34259840","Revisiting the Association Between Inflammatory Bowel Disease and Parkinson's Disease","Coates MD, Ba DM, Liu G, Dalessio S, Leslie DL, Huang X.","Inflamm Bowel Dis. 2022 Jun 3;28(6):850-854. doi: 10.1093/ibd/izab175.","Coates MD","Inflamm Bowel Dis","2022","2021/07/14","","","10.1093/ibd/izab175"
"32458190","Altered white matter microarchitecture in Parkinson's disease: a voxel-based meta-analysis of diffusion tensor imaging studies","Suo X, Lei D, Li W, Li L, Dai J, Wang S, Li N, Cheng L, Peng R, Kemp GJ, Gong Q.","Front Med. 2021 Feb;15(1):125-138. doi: 10.1007/s11684-019-0725-5. Epub 2020 May 26.","Suo X","Front Med","2021","2020/05/28","","","10.1007/s11684-019-0725-5"
"37988678","Nanoplastic Stimulates the Amyloidogenesis of Parkinson's Alpha-Synuclein NACore","Liang X, Andrikopoulos N, Tang H, Wang Y, Ding F, Ke PC.","Small. 2024 Apr;20(14):e2308753. doi: 10.1002/smll.202308753. Epub 2023 Nov 21.","Liang X","Small","2024","2023/11/21","PMC10994764","NIHMS1947102","10.1002/smll.202308753"
"37670567","Dopamine Transporter Availability in Early Parkinson's Disease is Dependent on Sunlight Exposure","Booij J, Tellier SP, Seibyl J, Vriend C.","Mov Disord. 2023 Nov;38(11):2131-2135. doi: 10.1002/mds.29597. Epub 2023 Sep 5.","Booij J","Mov Disord","2023","2023/09/06","","","10.1002/mds.29597"
"38309714","Agricultural paraquat dichloride use and Parkinson's disease in California's Central Valley","Paul KC, Cockburn M, Gong Y, Bronstein J, Ritz B.","Int J Epidemiol. 2024 Feb 1;53(1):dyae004. doi: 10.1093/ije/dyae004.","Paul KC","Int J Epidemiol","2024","2024/02/03","PMC11491592","","10.1093/ije/dyae004"
"40335495","Prominent role of PM10 in the link between air pollution and incident Parkinson's Disease","Gialluisi A, Costanzo S, De Bartolo MI, Veronesi G, Renzi M, Cembalo A, Tirozzi A, Falciglia S, Ricci M, Bonanni A, Martone F, Zazzaro G, Pepe A, Belvisi D, Ferrario MM, Gianfagna F, Cerletti C, Donati MB, Massari S, Berardelli A, de Gaetano G, Iacoviello L.","NPJ Parkinsons Dis. 2025 May 7;11(1):101. doi: 10.1038/s41531-025-00935-y.","Gialluisi A","NPJ Parkinsons Dis","2025","2025/05/07","PMC12059118","","10.1038/s41531-025-00935-y"
"40467640","Effects of virtual reality on spatiotemporal gait parameters and freezing of gait in Parkinson's disease","Ma L, Yosef B, Talu I, Batista D, Jenkens-Drake E, Suthana N, Cross KA.","NPJ Parkinsons Dis. 2025 Jun 4;11(1):148. doi: 10.1038/s41531-025-01017-9.","Ma L","NPJ Parkinsons Dis","2025","2025/06/04","PMC12137916","","10.1038/s41531-025-01017-9"
"33559921","The well-being and burden of caregiving for patients with Parkinson's disease","Vescovelli F, Ruini C.","Scand J Caring Sci. 2022 Mar;36(1):49-58. doi: 10.1111/scs.12962. Epub 2021 Feb 9.","Vescovelli F","Scand J Caring Sci","2022","2021/02/09","","","10.1111/scs.12962"
"32415005","Effectiveness of QSM over R2* in assessment of parkinson's disease - A systematic review","Saikiran P; Priyanka.","Neurol India. 2020 Mar-Apr;68(2):278-281. doi: 10.4103/0028-3886.284377.","Saikiran P","Neurol India","2020","2020/05/17","","","10.4103/0028-3886.284377"
"33946205","Kinesiophobia Levels in Patients with Parkinson's Disease: A Case-Control Investigation","Jiménez-Cebrián AM, Becerro-de-Bengoa-Vallejo R, Losa-Iglesias ME, de Labra C, Calvo-Lobo C, Palomo-López P, Martínez-Jiménez EM, Navarro-Flores E.","Int J Environ Res Public Health. 2021 Apr 30;18(9):4791. doi: 10.3390/ijerph18094791.","Jiménez-Cebrián AM","Int J Environ Res Public Health","2021","2021/05/05","PMC8124702","","10.3390/ijerph18094791"
"37781140","Predicting longitudinal brain atrophy in Parkinson's disease using a Susceptible-Infected-Removed agent-based model","Abdelgawad A, Rahayel S, Zheng YQ, Tremblay C, Vo A, Misic B, Dagher A.","Netw Neurosci. 2023 Oct 1;7(3):906-925. doi: 10.1162/netn_a_00296. eCollection 2023.","Abdelgawad A","Netw Neurosci","2023","2023/10/02","PMC10473281","","10.1162/netn_a_00296"
"40459174","Plastamination: A Rising Concern for Parkinson's Disease","Erro R, Sorrentino C, Barone P.","Mov Disord. 2025 Aug;40(8):1528-1533. doi: 10.1002/mds.30253. Epub 2025 Jun 3.","Erro R","Mov Disord","2025","2025/06/03","PMC12371614","","10.1002/mds.30253"
"32426240","Organochlorine pesticide levels in Greek patients with Parkinson's disease","Dardiotis E, Aloizou AM, Sakalakis E, Siokas V, Koureas M, Xiromerisiou G, Petinaki E, Wilks M, Tsatsakis A, Hadjichristodoulou C, Stefanis L, Hadjigeorgiou GM.","Toxicol Rep. 2020 Apr 8;7:596-601. doi: 10.1016/j.toxrep.2020.03.011. eCollection 2020.","Dardiotis E","Toxicol Rep","2020","2020/05/20","PMC7225589","","10.1016/j.toxrep.2020.03.011"
"37354828","History of high household pesticide use and Parkinson's disease in Brazil","Moura DD, Borges V, Ferraz HB, Schuh AFS, de Mello Rieder CR, Mata IF, Brito MMCM, Tumas V, Santos-Lobato BL.","Parkinsonism Relat Disord. 2023 Aug;113:105493. doi: 10.1016/j.parkreldis.2023.105493. Epub 2023 Jun 19.","Moura DD","Parkinsonism Relat Disord","2023","2023/06/24","","","10.1016/j.parkreldis.2023.105493"
"36379944","MRI biomarkers of freezing of gait development in Parkinson's disease","Sarasso E, Basaia S, Cividini C, Stojkovic T, Stankovic I, Piramide N, Tomic A, Markovic V, Stefanova E, Kostic VS, Filippi M, Agosta F.","NPJ Parkinsons Dis. 2022 Nov 15;8(1):158. doi: 10.1038/s41531-022-00426-4.","Sarasso E","NPJ Parkinsons Dis","2022","2022/11/15","PMC9666554","","10.1038/s41531-022-00426-4"
"38656628","Duration, numerosity and length processing in healthy ageing and Parkinson's disease","Romeo Z, Dolfi S, D'Amelio M, Mioni G.","Eur J Ageing. 2024 Apr 24;21(1):14. doi: 10.1007/s10433-024-00807-z.","Romeo Z","Eur J Ageing","2024","2024/04/24","PMC11043296","","10.1007/s10433-024-00807-z"
"34276331","Neuro4PD: An Initial Neurorobotics Model of Parkinson's Disease","Pimentel JM, Moioli RC, de Araujo MFP, Ranieri CM, Romero RAF, Broz F, Vargas PA.","Front Neurorobot. 2021 Jul 1;15:640449. doi: 10.3389/fnbot.2021.640449. eCollection 2021.","Pimentel JM","Front Neurorobot","2021","2021/07/19","PMC8283825","","10.3389/fnbot.2021.640449"
"40404728","Systematic review of wearables assessing medication effect on motor function and symptoms in Parkinson's disease","Packer E, Debelle H, Bailey HGB, Rehman RZU, Yarnall AJ, Rochester L, Alcock L, Del Din S.","NPJ Parkinsons Dis. 2025 May 22;11(1):135. doi: 10.1038/s41531-025-00943-y.","Packer E","NPJ Parkinsons Dis","2025","2025/05/22","PMC12098882","","10.1038/s41531-025-00943-y"
"32174883","Cerebellar Contribution to Motor and Non-motor Functions in Parkinson's Disease: A Meta-Analysis of fMRI Findings","Solstrand Dahlberg L, Lungu O, Doyon J.","Front Neurol. 2020 Feb 27;11:127. doi: 10.3389/fneur.2020.00127. eCollection 2020.","Solstrand Dahlberg L","Front Neurol","2020","2020/03/17","PMC7056869","","10.3389/fneur.2020.00127"
"32927800","Milk and Fermented Milk Intake and Parkinson's Disease: Cohort Study","Olsson E, Byberg L, Höijer J, Kilander L, Larsson SC.","Nutrients. 2020 Sep 10;12(9):2763. doi: 10.3390/nu12092763.","Olsson E","Nutrients","2020","2020/09/15","PMC7551962","","10.3390/nu12092763"
"37006327","Association between hearing sensitivity and dopamine transporter availability in Parkinson's disease","Garasto E, Stefani A, Pierantozzi M, Cerroni R, Conti M, Maranesi S, Mercuri NB, Chiaravalloti A, Schillaci O, Viziano A, Moleti A, Sisto R.","Brain Commun. 2023 Mar 21;5(2):fcad075. doi: 10.1093/braincomms/fcad075. eCollection 2023.","Garasto E","Brain Commun","2023","2023/04/03","PMC10065189","","10.1093/braincomms/fcad075"
"38174101","Luxembourg Parkinson's study -comprehensive baseline analysis of Parkinson's disease and atypical parkinsonism","Pavelka L, Rawal R, Ghosh S, Pauly C, Pauly L, Hanff AM, Kolber PL, Jónsdóttir SR, Mcintyre D, Azaiz K, Thiry E, Vilasboas L, Soboleva E, Giraitis M, Tsurkalenko O, Sapienza S, Diederich N, Klucken J, Glaab E, Aguayo GA, Jubal ER, Perquin M, Vaillant M, May P, Gantenbein M, Satagopam VP, Krüger R; NCER-PD Consortium.","Front Neurol. 2023 Dec 19;14:1330321. doi: 10.3389/fneur.2023.1330321. eCollection 2023.","Pavelka L","Front Neurol","2023","2024/01/04","PMC10763250","","10.3389/fneur.2023.1330321"
"35268244","A Psychometric Tool for Evaluating Executive Functions in Parkinson's Disease","Borgnis F, Baglio F, Pedroli E, Rossetto F, Meloni M, Riva G, Cipresso P.","J Clin Med. 2022 Feb 22;11(5):1153. doi: 10.3390/jcm11051153.","Borgnis F","J Clin Med","2022","2022/03/10","PMC8911216","","10.3390/jcm11051153"
"32691911","Laterality of Auditory Dysfunction in Parkinson's Disease","Cerroni R, Pierantozzi M, Moleti A, Stefani A, Sisto R, Mercuri NB, Liguori C, Garasto E, Viziano A.","Mov Disord. 2020 Jul;35(7):1283-1284. doi: 10.1002/mds.28131.","Cerroni R","Mov Disord","2020","2020/07/22","","","10.1002/mds.28131"
"37639074","[The exposome in the context of preventive measures for Alzheimer's and Parkinson's diseases]","Schäffer E, Piel J.","Nervenarzt. 2023 Oct;94(10):892-903. doi: 10.1007/s00115-023-01538-9. Epub 2023 Aug 28.","Schäffer E","Nervenarzt","2023","2023/08/28","","","10.1007/s00115-023-01538-9"
